"","...1","crime_id","month","reported_by","falls_within","longitude","latitude","location","lsoa_code","lsoa_name","crime_type","last_outcome_category","context"
"679",13744,"f880837a8d218b8bdd9fce3a5770c0494d21383516362220d65ed93f3786474c","2019-05","Merseyside Police","Merseyside Police",-3.09465,53.326792,"On or near Parking Area","E01007189","Wirral 040D","Shoplifting","Investigation complete; no suspect identified",NA
"680",13745,"71d34eec57f1215e678ac8948263c36fe37b7d3395275fb0b07eb74e876c99d2","2019-05","Merseyside Police","Merseyside Police",-3.09465,53.326792,"On or near Parking Area","E01007189","Wirral 040D","Shoplifting","Investigation complete; no suspect identified",NA
"681",13981,"0890db9fe351d5b2d25ac8e177e5890741a8bca25bb33adf8fca6dcffcd0ada7","2019-06","Merseyside Police","Merseyside Police",-2.88128,53.471033,"On or near Broad Lane","E01006417","Knowsley 003B","Shoplifting","Investigation complete; no suspect identified",NA
"682",14026,"593bc251fdc833f2fa2c46eae2628ab2e885c6ef1d3cbc9955cb11674ff389bf","2019-06","Merseyside Police","Merseyside Police",-2.889294,53.482524,"On or near Norwich Way","E01006437","Knowsley 003D","Shoplifting","Investigation complete; no suspect identified",NA
"683",14027,"2b54b70b33219d87bf6d12b2119797aca87d10162b92f454bcc984d27a13b523","2019-06","Merseyside Police","Merseyside Police",-2.889294,53.482524,"On or near Norwich Way","E01006437","Knowsley 003D","Shoplifting","Investigation complete; no suspect identified",NA
"684",14028,"fffa19096d9c2172c44fc50f3e393f302728bdac74cba96e139746d8cded133f","2019-06","Merseyside Police","Merseyside Police",-2.889294,53.482524,"On or near Norwich Way","E01006437","Knowsley 003D","Shoplifting","Investigation complete; no suspect identified",NA
"685",14108,"6f3726c5419d9acfdcc87ef290adc7f0ac8e24b1be227a1c32cc9288d1c1a4fc","2019-06","Merseyside Police","Merseyside Police",-2.915956,53.470089,"On or near Copple House Lane","E01006508","Knowsley 004D","Shoplifting","Court result unavailable",NA
"686",14138,"6dd37176d08f37ebd0742ee09943d5b35755f94ca64ad4e2cd581e0fe96da24b","2019-06","Merseyside Police","Merseyside Police",-2.914422,53.468114,"On or near Supermarket","E01006510","Knowsley 004F","Shoplifting","Unable to prosecute suspect",NA
"687",14253,"9df6499e587ad69b44f085063f28709111e4741a611ccae13513c1b11d8e31a4","2019-06","Merseyside Police","Merseyside Police",-2.868037,53.434815,"On or near Leach Croft","E01006414","Knowsley 006C","Shoplifting","Investigation complete; no suspect identified",NA
"688",14254,"9a9bf690146030e165c026f2e72f3eef5fd283829e77e2edb18d2296215cc42f","2019-06","Merseyside Police","Merseyside Police",-2.868037,53.434815,"On or near Leach Croft","E01006414","Knowsley 006C","Shoplifting","Investigation complete; no suspect identified",NA
"689",14292,"f9f8fb4e9d25dc38dcb63d286d2cd15a82f9ccdfb4376a1915bbb0dd47275512","2019-06","Merseyside Police","Merseyside Police",-2.802717,53.422472,"On or near Hall Lane","E01006460","Knowsley 007A","Shoplifting","Investigation complete; no suspect identified",NA
"690",14348,"041c7961cd351628702821c3517a8f7d3a084ef7a7af7af376ce25ab0e77fa4b","2019-06","Merseyside Police","Merseyside Police",-2.803138,53.426443,"On or near Supermarket","E01006463","Knowsley 007C","Shoplifting","Unable to prosecute suspect",NA
"691",14349,"f3e8bfaf277b0398b1a4ae06ddcbefab87b480916f69533609eba390214dfe4a","2019-06","Merseyside Police","Merseyside Police",-2.803138,53.426443,"On or near Supermarket","E01006463","Knowsley 007C","Shoplifting","Investigation complete; no suspect identified",NA
"692",14350,"b558da97057eab2f6886ddd1c8aa41b8dcbe3f265ac559ac7c0bb8d21bdf604c","2019-06","Merseyside Police","Merseyside Police",-2.801459,53.426769,"On or near Shopping Area","E01006463","Knowsley 007C","Shoplifting","Investigation complete; no suspect identified",NA
"693",14351,"08e5f093a5b8f8d59a03b781cad8684ac3fd7fa9d47b908a357616a4c48af3b1","2019-06","Merseyside Police","Merseyside Police",-2.801459,53.426769,"On or near Shopping Area","E01006463","Knowsley 007C","Shoplifting","Investigation complete; no suspect identified",NA
"694",14352,"27ee4119cca4b8b89314c9cade77128bb99db17a1ec57d4a019e66ba54f099de","2019-06","Merseyside Police","Merseyside Police",-2.801459,53.426769,"On or near Shopping Area","E01006463","Knowsley 007C","Shoplifting","Further investigation is not in the public interest",NA
"695",14353,"80ff52d855f41206080ae8fac0786855743ade654c8a161b49b2c6569978d035","2019-06","Merseyside Police","Merseyside Police",-2.801459,53.426769,"On or near Shopping Area","E01006463","Knowsley 007C","Shoplifting","Investigation complete; no suspect identified",NA
"696",14354,"ab68e9d9c66620afb0c052b6b6999eb9fb323e153a4d0bcd80c9fbfc59ae1fda","2019-06","Merseyside Police","Merseyside Police",-2.801459,53.426769,"On or near Shopping Area","E01006463","Knowsley 007C","Shoplifting","Investigation complete; no suspect identified",NA
"697",14355,"e4b0ea8634aa1ba458d482019741ccdbab998c661e41b3dec4f61dd19177ea24","2019-06","Merseyside Police","Merseyside Police",-2.803138,53.426443,"On or near Supermarket","E01006463","Knowsley 007C","Shoplifting","Court result unavailable",NA
"698",14356,"fbb3c07dd19b1eacee01ae07301683388a96e0ae3815012cd2f957d1f5828ed8","2019-06","Merseyside Police","Merseyside Police",-2.803138,53.426443,"On or near Supermarket","E01006463","Knowsley 007C","Shoplifting","Investigation complete; no suspect identified",NA
"699",14357,"f1eb8541810df99efd2d40614e2d9faca4dd8fe51df6c2d79485eed0ce3f5d74","2019-06","Merseyside Police","Merseyside Police",-2.803138,53.426443,"On or near Supermarket","E01006463","Knowsley 007C","Shoplifting","Investigation complete; no suspect identified",NA
"700",14450,"bc30eef8f30a1bbea6db80f8cef22579f64e28287a6d445be378c224e001baa1","2019-06","Merseyside Police","Merseyside Police",-2.862485,53.421552,"On or near Page Moss Avenue","E01033228","Knowsley 008F","Shoplifting","Unable to prosecute suspect",NA
"701",14451,"a1e53965c9ec7887ba7631ee94f8f06a7e956665803d2af4a7ad5416dbb81c5d","2019-06","Merseyside Police","Merseyside Police",-2.862485,53.421552,"On or near Page Moss Avenue","E01033228","Knowsley 008F","Shoplifting","Offender given penalty notice",NA
"702",14890,"2e4abbb305e34f930d11bc49e03f82358d595e5cd46d76a2d335af3733ed43b6","2019-06","Merseyside Police","Merseyside Police",-2.837518,53.41302,"On or near Parking Area","E01006481","Knowsley 015E","Shoplifting","Investigation complete; no suspect identified",NA
"703",14891,"351ae7c945b659bb118f2bc2b4792b0c845fd69377be461ef2927782e2a19efc","2019-06","Merseyside Police","Merseyside Police",-2.837518,53.41302,"On or near Parking Area","E01006481","Knowsley 015E","Shoplifting","Investigation complete; no suspect identified",NA
"704",14892,"18100c1e792ca6ad7eb98653eb570609d97b9988e3c991e54b09cddb6fdee3f8","2019-06","Merseyside Police","Merseyside Police",-2.839058,53.411742,"On or near Further/Higher Educational Building","E01006481","Knowsley 015E","Shoplifting","Further investigation is not in the public interest",NA
"705",14937,"0296b04c548eea405cac46784a2b50d181b8f4ca127b7c732d35b5991674689f","2019-06","Merseyside Police","Merseyside Police",-2.83967,53.410758,"On or near Supermarket","E01006474","Knowsley 016C","Shoplifting","Investigation complete; no suspect identified",NA
"706",14938,"23ecb4318f88de897f6ead533a9daf4546209231b6508a9a8fc6d8d014ca410e","2019-06","Merseyside Police","Merseyside Police",-2.83967,53.410758,"On or near Supermarket","E01006474","Knowsley 016C","Shoplifting","Investigation complete; no suspect identified",NA
"707",14988,"46b3ae045b7b800e8e07e492dcb0993bb50ae937b8a94d70ae59e278d527912a","2019-06","Merseyside Police","Merseyside Police",-2.818023,53.398243,"On or near Petrol Station","E01006424","Knowsley 017B","Shoplifting","Investigation complete; no suspect identified",NA
"708",15062,"a6fffac4ddce039b290e7238c9a49ee08f4d4bfca49e48cfec30af869bda11ca","2019-06","Merseyside Police","Merseyside Police",-2.829467,53.360338,"On or near Cravenwood Road","E01006426","Knowsley 020A","Shoplifting","Investigation complete; no suspect identified",NA
"709",15063,"12961407b0914f616b7dd698f39a8287cb06014dad5887a49aff2dc778e8e08b","2019-06","Merseyside Police","Merseyside Police",-2.829467,53.360338,"On or near Cravenwood Road","E01006426","Knowsley 020A","Shoplifting","Investigation complete; no suspect identified",NA
"710",15149,"6d86c9ba7999214369469da7269794e20c27c87af5e7f62c8d868fa4784c3841","2019-06","Merseyside Police","Merseyside Police",-2.92778,53.468632,"On or near Greystone Road","E01006655","Liverpool 001C","Shoplifting","Unable to prosecute suspect",NA
"711",15150,"a862b946b28db4ff09c77500ebb2b1b00cf43284ad59d3d1423b0053fcb0cbe3","2019-06","Merseyside Police","Merseyside Police",-2.937121,53.468694,"On or near Longmoor Lane","E01006655","Liverpool 001C","Shoplifting","Investigation complete; no suspect identified",NA
"712",15190,"c99e5c78d82e3acd284721564e2bf20d4980c63666341a44bf0ba6b0c13abef4","2019-06","Merseyside Police","Merseyside Police",-2.918078,53.456059,"On or near East Lancashire Road","E01006660","Liverpool 001E","Shoplifting","Investigation complete; no suspect identified",NA
"713",15210,"029be5c9d149cd0186e66253759f0d12b62766775b772f1e6c4fd8c6ae556fc9","2019-06","Merseyside Police","Merseyside Police",-2.95576,53.468851,"On or near Warbreck Moor","E01006656","Liverpool 002B","Shoplifting","Unable to prosecute suspect",NA
"714",15244,"1ecc6ab9b3205b1ddd3d8616f2bac0e96a4c726ecbfc7ea1f3cddc2ce60c1719","2019-06","Merseyside Police","Merseyside Police",-2.956659,53.464638,"On or near Longmoor Lane","E01006783","Liverpool 002E","Shoplifting","Investigation complete; no suspect identified",NA
"715",15245,"33340eacebeb8bd90f9db7dabb760fa86a4fc1f6db621e8ce81aa1aa13a391f8","2019-06","Merseyside Police","Merseyside Police",-2.956659,53.464638,"On or near Longmoor Lane","E01006783","Liverpool 002E","Shoplifting","Investigation complete; no suspect identified",NA
"716",15246,"70bd2f3d07ca2a1a0f29dbaa1bf023e97e6c8560a86ee694ca18e305d48e0931","2019-06","Merseyside Police","Merseyside Police",-2.956659,53.464638,"On or near Longmoor Lane","E01006783","Liverpool 002E","Shoplifting","Investigation complete; no suspect identified",NA
"717",15247,"44278d018a19408ffe1401f27102384b1677bbce0b1244bee0c5cf2fabf33de6","2019-06","Merseyside Police","Merseyside Police",-2.956659,53.464638,"On or near Longmoor Lane","E01006783","Liverpool 002E","Shoplifting","Investigation complete; no suspect identified",NA
"718",15248,"91e20ac304f72662b41781001d9c172210f325f2d307e3c936e6871480c8babe","2019-06","Merseyside Police","Merseyside Police",-2.956659,53.464638,"On or near Longmoor Lane","E01006783","Liverpool 002E","Shoplifting","Investigation complete; no suspect identified",NA
"719",15249,"124ebd28c5ab6839ca6a1286f1990dd6938fb1d1fadcdc7f074ec22df02ffbc8","2019-06","Merseyside Police","Merseyside Police",-2.956659,53.464638,"On or near Longmoor Lane","E01006783","Liverpool 002E","Shoplifting","Investigation complete; no suspect identified",NA
"720",15282,"4e36430ae865b281c6c100d5ae3225d3ef156aad673987bb3fe7719f660ce277","2019-06","Merseyside Police","Merseyside Police",-2.959881,53.463884,"On or near Weightman Grove","E01006782","Liverpool 003B","Shoplifting","Investigation complete; no suspect identified",NA
"721",15361,"3e989bd81e676a7e69af2bd4a268d18ced2970d2ca6e82906d7db2201f55a50c","2019-06","Merseyside Police","Merseyside Police",-2.899233,53.465093,"On or near Portal Way","E01006663","Liverpool 004C","Shoplifting","Investigation complete; no suspect identified",NA
"722",15525,"ec734679219cc76ae806cd3bdd551b59830b294ea56001fe6461e28235c35b3d","2019-06","Merseyside Police","Merseyside Police",-2.969219,53.448653,"On or near Breeze Lane","E01006790","Liverpool 006C","Shoplifting","Investigation complete; no suspect identified",NA
"723",15548,"8a254afb6785c8c353a1cc57f73d6c410b0a44723b4d55a954b47bbd3f593341","2019-06","Merseyside Police","Merseyside Police",-2.96034,53.450873,"On or near Cavendish Drive","E01006791","Liverpool 006D","Shoplifting","Investigation complete; no suspect identified",NA
"724",15549,"f7280caf403ca6dcabe1373717d938ed6e957e8a8bd2b7d71fb4cfde5089a0a8","2019-06","Merseyside Police","Merseyside Police",-2.96034,53.450873,"On or near Cavendish Drive","E01006791","Liverpool 006D","Shoplifting","Court result unavailable",NA
"725",15550,"43ca289388060b952ad6a2966ccfd91af5856844f8945f6279bebc454fee3f76","2019-06","Merseyside Police","Merseyside Police",-2.96034,53.450873,"On or near Cavendish Drive","E01006791","Liverpool 006D","Shoplifting","Investigation complete; no suspect identified",NA
"726",15551,"c77087cbc489535334cba3bd8ace7f60aae54ccfa286234612af797fd28bfad7","2019-06","Merseyside Police","Merseyside Police",-2.966867,53.451153,"On or near Hospital","E01006791","Liverpool 006D","Shoplifting","Unable to prosecute suspect",NA
"727",15552,"08b28b4fb1ef84bca20173523ece01b069f2965672e10ee148b4f255f1a19c8e","2019-06","Merseyside Police","Merseyside Police",-2.966867,53.451153,"On or near Hospital","E01006791","Liverpool 006D","Shoplifting","Investigation complete; no suspect identified",NA
"728",15553,"1771ba4a05adc38df71e82ebd2f0bebbef0cf16a8742a8dddea2186409c95644","2019-06","Merseyside Police","Merseyside Police",-2.966867,53.451153,"On or near Hospital","E01006791","Liverpool 006D","Shoplifting","Investigation complete; no suspect identified",NA
"729",15554,"a1fb3fc05c86584221fbecc9e157b9f0bec6974d11d84a8127efa2ed7989785e","2019-06","Merseyside Police","Merseyside Police",-2.966867,53.451153,"On or near Hospital","E01006791","Liverpool 006D","Shoplifting","Unable to prosecute suspect",NA
"730",15555,"93c419bb9b29b5a3ba47d0b1cf3fc91f728b5f0434836b16debe98c35c74a4c2","2019-06","Merseyside Police","Merseyside Police",-2.966867,53.451153,"On or near Hospital","E01006791","Liverpool 006D","Shoplifting","Investigation complete; no suspect identified",NA
"731",15556,"e5d896a1844f0b6c4cfb6f4cdb70ce4f405190ef592f7fb5b99aaeaffc1fc0b5","2019-06","Merseyside Police","Merseyside Police",-2.96034,53.450873,"On or near Cavendish Drive","E01006791","Liverpool 006D","Shoplifting","Investigation complete; no suspect identified",NA
"732",15557,"00848aff52905c5c573ea91c911af12ed2793103595837388b767a46b2d91bab","2019-06","Merseyside Police","Merseyside Police",-2.966867,53.451153,"On or near Hospital","E01006791","Liverpool 006D","Shoplifting","Investigation complete; no suspect identified",NA
"733",15558,"32a1deaafa7e816145bd62cff6aa9eedbbb5d1127ed10e25680bf55e258fb5f3","2019-06","Merseyside Police","Merseyside Police",-2.96034,53.450873,"On or near Cavendish Drive","E01006791","Liverpool 006D","Shoplifting","Investigation complete; no suspect identified",NA
"734",15559,"6307f523a90337770f3028a1a06d80c616a17bd10fe6b85becd922ddd9f3e3b7","2019-06","Merseyside Police","Merseyside Police",-2.966867,53.451153,"On or near Hospital","E01006791","Liverpool 006D","Shoplifting","Investigation complete; no suspect identified",NA
"735",15560,"94b3c323055e0094e378d827c55f0e7939c6aaaceb373f26b3bdfda4a6537ff6","2019-06","Merseyside Police","Merseyside Police",-2.96222,53.454067,"On or near Rice Lane","E01006791","Liverpool 006D","Shoplifting","Investigation complete; no suspect identified",NA
"736",15561,"ad61c8960a0cf26eb6bbead4348c613b779901892ad638a229e315339effd25c","2019-06","Merseyside Police","Merseyside Police",-2.96034,53.450873,"On or near Cavendish Drive","E01006791","Liverpool 006D","Shoplifting","Investigation complete; no suspect identified",NA
"737",15619,"93980f35216770a6693b00ca54efbeb9ae89c9b119ec99be43cd94cea558904f","2019-06","Merseyside Police","Merseyside Police",-2.93999,53.442388,"On or near Supermarket","E01006612","Liverpool 008B","Shoplifting","Investigation complete; no suspect identified",NA
"738",15620,"f44cccf9e66254702d46d2ae418c9c263723f8ef9083d2a9acd94f71eedb35bf","2019-06","Merseyside Police","Merseyside Police",-2.93999,53.442388,"On or near Supermarket","E01006612","Liverpool 008B","Shoplifting","Investigation complete; no suspect identified",NA
"739",15621,"67967a4745a16cd069e31656007f133a901e2cfdc2d0afcac58501704991baf5","2019-06","Merseyside Police","Merseyside Police",-2.93999,53.442388,"On or near Supermarket","E01006612","Liverpool 008B","Shoplifting","Offender given penalty notice",NA
"740",15622,"6e479ebf9d1eec7f8a88d01638de90e0cecbdf89cd80d9e41d0e2524418b2e18","2019-06","Merseyside Police","Merseyside Police",-2.93999,53.442388,"On or near Supermarket","E01006612","Liverpool 008B","Shoplifting","Court result unavailable",NA
"741",15623,"ad3ea6c1e1f46c39634a2d1f44c48e7e3a10e15c6891ada1114be4814194ec55","2019-06","Merseyside Police","Merseyside Police",-2.93999,53.442388,"On or near Supermarket","E01006612","Liverpool 008B","Shoplifting","Investigation complete; no suspect identified",NA
"742",15624,"54c5d2f83d165150f959a4665502c7d9d1dbeb3fbcb685276fa8eab36cb4456d","2019-06","Merseyside Police","Merseyside Police",-2.93999,53.442388,"On or near Supermarket","E01006612","Liverpool 008B","Shoplifting","Investigation complete; no suspect identified",NA
"743",15687,"2ce3c1a2494986f0d853c7202df4530c17d74923c62034149bbe44d8e0420419","2019-06","Merseyside Police","Merseyside Police",-2.96069,53.443688,"On or near Elm Road","E01006609","Liverpool 009B","Shoplifting","Investigation complete; no suspect identified",NA
